ID,name,birthYear,deathYear
nm2586272,Julia Friedrichs,1979,NULL
nm2586396,Aditi Sharma,1983,NULL
nm2586473,Petra Höfer,NULL,NULL
nm2586534,Cem Yildiz,NULL,NULL
nm2586628,Rome Romanne,NULL,NULL
nm2586631,Gert Beer,NULL,NULL
nm2586857,Darshan Pandya,NULL,NULL
nm2586970,Francesca Simon,NULL,NULL
nm2587196,Tyler Hendley,NULL,NULL
nm2587341,Friedrich Liechtenstein,1956,NULL
nm2587353,Levi Roots,1958,NULL
nm2587360,Krishnappa,NULL,NULL
nm2587401,Sanjay Khapre,NULL,NULL
nm2587767,Mikhail Babichev,1975,NULL
nm2588481,Mehmood Aslam,NULL,NULL
nm2588658,Ashley Ryder,NULL,NULL
nm2588728,Eric Jackson,NULL,NULL
nm2588782,Surekha Kudachi,NULL,NULL
nm2588915,Ames Kirshen,NULL,NULL
nm2588948,John Kassab,NULL,NULL
nm2588960,Chilly Gonzales,1972,NULL
nm2589122,Erik Hoffstad,NULL,NULL
nm2589270,Kieran Sequoia,1986,NULL
nm2589333,Heidy Karam,NULL,NULL
nm2590010,Pratap Gangavane,NULL,NULL
nm2590227,Laith Al-Deen,1972,NULL
nm2590448,Hee-kyung Moon,NULL,NULL
nm2590660,Grace Edwards,NULL,NULL
nm2590678,Gamal Steele,NULL,NULL
nm2590877,Günther Neufeldt,1956,NULL
nm2591016,Santosh Mayekar,NULL,NULL
nm2591059,John Honoré,NULL,NULL
nm2591210,Victor Seguin,NULL,NULL
nm2591212,Sarika Nilatkar,NULL,NULL
nm2591317,Ekaterina Kuznetsova,1987,NULL
nm2591579,Ching-He Huang,1978,NULL
nm2592187,Nelson Rosado,1976,NULL
nm2592214,Sérgio Rosado,1980,NULL
nm2592767,Sandra Vaughn,NULL,NULL
nm2592792,Nick Barros,1983,NULL
nm2593164,Viktor Tsekalo,1956,NULL
nm2593272,Shelley McLendon,NULL,NULL
nm2593431,Antje K.,NULL,NULL
nm2593444,Alejandro Bien-Willner,NULL,NULL
nm2593478,Dennis Chan,NULL,NULL
nm2593521,René Le Riche,NULL,NULL
nm2593568,María Antolini,1976,NULL
nm2593638,Tomas Adamec,NULL,NULL
nm2594289,Anh Thu,1983,2009
nm2594420,Juan Pablo Prieto,NULL,NULL
nm2594560,Davide Tromba,NULL,NULL
nm2594681,Kristof Cale,NULL,NULL
nm2594913,Virág Zomborácz,1985,NULL
nm2594938,Michela Andreozzi,1969,NULL
nm2595099,Nick Franklin,NULL,NULL
nm2595116,Nino Leitner,1982,NULL
nm2595237,Emmett Skilton,NULL,NULL
nm2595274,Adam Wai Ip,NULL,NULL
nm2595502,Birce Akalay,1984,NULL
nm2595539,Benjamin Alves,NULL,NULL
nm2595634,Eva Assmann,NULL,NULL
nm2595782,Vatiswa Ndara,NULL,NULL
nm2595923,Giuseppe Boy,NULL,NULL
nm2596007,Asleep at the Wheel,NULL,NULL
nm2596169,Nipsey Hussle,1985,2019
nm2596233,Eddie Powell,NULL,NULL
nm2596365,Jacqueline Fernandez,1985,NULL
nm2596793,Mitsuki Takahata,1991,NULL
nm2596976,Pärt Uusberg,NULL,NULL
nm2597076,Monica Castelino,1982,NULL
nm2597166,Reena Sky,1983,NULL
nm2597876,Tanvi Verma,NULL,NULL
nm2597904,Yuan Ma,NULL,NULL
nm2597965,Sami Hedberg,NULL,NULL
nm2598031,Federico Lastra,NULL,NULL
nm2598085,Nathan Sykes,1993,NULL
nm2598246,Tom Kohut,1989,NULL
nm2598301,Péter Akar,1985,NULL
nm2598448,Nick Dixon,NULL,NULL
nm2598602,Sergio Freire,NULL,NULL
nm2598869,Ben Bernhard,NULL,NULL
nm2599368,Wolf Hudson,1984,NULL
nm2599402,Tim Vogel,NULL,NULL
nm2599582,Ann S. Kim,NULL,NULL
nm2599800,Victor Ede,NULL,NULL
nm2600333,Quim Barnola,NULL,NULL
nm2600812,Ayoka Billions,NULL,NULL
nm2601129,Shy'm,1985,NULL
nm2601480,Bibiru Ohki,NULL,NULL
nm2601519,Danilo Perez,NULL,NULL
nm2601667,Dana Frider,1987,NULL
nm2601984,Anastasis Kolovos,NULL,NULL
nm2601998,Chabeli Iglesias,1971,NULL
nm2602332,Senay Duzcu,NULL,NULL
nm2602452,Jah Love,NULL,NULL
nm2602579,Grigoriy Perel,1972,NULL
nm2602822,Joanna Michna,NULL,NULL
nm2603045,Joe Gomez,NULL,NULL
nm2603275,Haruo Kitamura,NULL,NULL
nm2603428,Alexander Lukashenko,1954,NULL
nm2603748,Gary L. Billions,NULL,NULL
nm2604148,F. Michael Young,NULL,NULL
nm2604899,Tae-jung Kim,NULL,NULL
nm2605079,Victoria Bedos,NULL,NULL
nm2605345,Gemma Arterton,1986,NULL
nm2605359,Petros Kalkovalis,NULL,NULL
nm2605457,Kim Feenstra,1986,NULL
nm2605967,Dóra Jóhannsdóttir,1980,NULL
nm2606340,Jan Haft,1967,NULL
nm2606355,Kenneth C.M. Young,NULL,NULL
nm2606482,James Fallon,NULL,NULL
nm2606673,Giorgos Frantzeskakis,NULL,NULL
nm2606710,John Hagen,NULL,NULL
nm2606732,Frank Rajah Arase,NULL,NULL
nm2606783,Kerttisak Udomnak,NULL,NULL
nm2606832,Jennifer Hamburg,NULL,NULL
nm2607039,François Leleux,1971,NULL
nm2607155,Geno Bisconte,NULL,NULL
nm2607465,Anna Terrazas,NULL,NULL
nm2607545,Cüneyt Aysan,NULL,NULL
nm2607587,Günay Uysal,NULL,NULL
nm2608229,Therese Lentz,NULL,NULL
nm2608388,Holly Laurent,NULL,NULL
nm2608411,Audrey Fafard,1982,NULL
nm2608689,Ellie Kemper,1980,NULL
nm2608690,Shannon Lark,NULL,NULL
nm2608776,Jackson Mcqueen,NULL,NULL
nm2609042,Peter Dutton,1970,NULL
nm2609083,Sergio Sánchez,NULL,NULL
nm2609345,Lily Grimes,NULL,NULL
nm2609440,Horacio Fernández,NULL,NULL
nm2609481,Gordon Volke,NULL,NULL
nm2609608,Francini Amaral,1983,NULL
nm2610044,Iván Castiñeiras,NULL,NULL
nm2610244,Ryan Ryder,1983,NULL
nm2610292,Gonzalo Diaz Yerro,NULL,NULL
nm2610300,Maciej Cempura,NULL,NULL
nm2610308,George Calombaris,NULL,NULL
nm2610394,Josh Lee Kwai,NULL,NULL
nm2610427,Shravani Goswami,NULL,NULL
nm2610731,Carissa Moore,1992,NULL
nm2610944,Addis Tuñon,NULL,NULL
nm2610996,Ofer Hayoun,1983,NULL
nm2611318,Hildegunn Wærness,NULL,NULL
nm2611380,Ebbe Schöön,1929,2022
nm2611451,Vincent Ooghe,1978,NULL
nm2611486,Jack Riewoldt,NULL,NULL
nm2611665,Ina Knobloch,1963,NULL
nm2611707,Carmelo Travia,NULL,NULL
nm2611758,Mickael Carreira,1986,NULL
nm2611896,Chris Remerowski,NULL,NULL
nm2611901,Agata Watróbska,1981,NULL
nm2612108,Vinícius Nascimento,NULL,NULL
nm2612150,Martin Pupp,NULL,NULL
nm2612271,Andrew Zimmern,1961,NULL
nm2612275,Natalya Rudova,1983,NULL
nm2612569,Horacio de la Peña,1966,NULL
nm2612902,Manuel Fúria,1983,NULL
nm2613260,Reuben Kleiner,NULL,NULL
nm2613320,Hersha Verity,1987,NULL
nm2613550,Gioia Avvantaggiato,NULL,NULL
nm2613696,Felo,1952,NULL
nm2613847,Nik P.,1962,NULL
nm2613937,Joseph Bitamba,NULL,NULL
nm2614112,Grigoriy Kalinin,1983,NULL
nm2614115,Lindsay Bennett-Thompson,NULL,NULL
nm2614119,Robin B. Reyes,1981,NULL
nm2614152,Eddie Hutton-Mills,NULL,NULL
nm2614275,Francisco Moreira,1981,NULL
nm2614414,Öner Ates,NULL,NULL
nm2614451,Shaina Danziger,NULL,NULL
nm2614502,Jasmine James,1990,NULL
nm2614584,Alexis Crystal,1993,NULL
nm2615041,Magdolna Cecília Eröss,1976,NULL
nm2615164,Caspar Kaeser,1982,NULL
nm2615551,Simon Guy Fässler,NULL,NULL
nm2615628,Joette Waters,NULL,NULL
nm2615792,Markus Morkötter,NULL,NULL
nm2615877,Anselm C. Kreuzer,NULL,NULL
nm2616091,Jason Goldwatch,NULL,NULL
nm2616151,Marc Wilhelm,NULL,NULL
nm2616191,Quique Neira,NULL,NULL
nm2616220,Mike Banowetz,NULL,NULL
nm2616352,Phil Guidry,NULL,NULL
nm2616401,Aurélie Jourdan,NULL,NULL
nm2616514,Oleg Mavromatti,NULL,NULL
nm2616557,Ray Chase,1987,NULL
nm2616747,Joseph D. Durbin,1982,NULL
nm2616820,Joanne Bonasso,NULL,NULL
nm2617161,Hector Palacios,NULL,NULL
nm2617294,Lydia Hensler,NULL,NULL
nm2617312,Bally Gill,NULL,NULL
nm2617686,Gerard Sergent,NULL,NULL
nm2617914,Mikhail Safronov,1975,NULL
nm2618325,Justin Berti,NULL,NULL
nm2618365,Danny Man,NULL,NULL
nm2618374,Dian Van Patten,1951,NULL
nm2618913,Filipe Vargas,1972,NULL
nm2618968,Wes Gleason,NULL,NULL
nm2619032,Alan Denton,NULL,NULL
nm2619114,Ryan Lee,1996,NULL
nm2619307,Knute Horwitz,NULL,NULL
nm2619506,Salvador Serrano,NULL,NULL
nm2619880,Annegriet Wietsma,NULL,NULL
nm2619926,Nadia Budde,NULL,NULL
nm2620244,Brimstone,1974,NULL
nm2620303,Lotti Törnros,NULL,NULL
nm2620764,Ahmed Hafez,1982,NULL
nm2621096,Steinþór Hróar Steinþórsson,NULL,NULL
nm2621486,Mikhail Belenkiy,NULL,NULL
nm2621992,Gregory Hopf,NULL,NULL
nm2622250,Imogen Lloyd Webber,1977,NULL
nm2622261,Rene Champagne,NULL,NULL
nm2622353,Linda Pedersen,1984,NULL
nm2622474,Miron Manega,1956,NULL
nm2622848,Michal Grzybowski,1979,NULL
nm2622986,Kunaal Roy Kapur,1979,NULL
nm2623021,Regina Rojano,NULL,NULL
nm2623028,Karina Hollekim,NULL,NULL
nm2623219,Celia Keenan-Bolger,1978,NULL
nm2623492,Hera Hilmar,1988,NULL
nm2623561,Nikita Loginov,1964,2020
nm2623713,Ajay Bhuyan,NULL,NULL
nm2623915,Kevan Brighting,NULL,NULL
nm2623975,Sheyla Fariña,1986,NULL
nm2624041,Melissa Parry,NULL,NULL
nm2624175,Luis Romano,1981,NULL
nm2624307,Paulo Menezes,1977,NULL
nm2624602,Cameron Boyce,1999,2019
nm2624859,Alan Stein,NULL,NULL
nm2625050,Cláudia Borges,1983,NULL
nm2625324,Neirin Jones,NULL,NULL
nm2625609,Chris Alex,NULL,NULL
nm2625612,Joel Dickie,NULL,NULL
nm2626480,Sig Hansen,1966,NULL
nm2626956,Maria Robles,NULL,NULL
nm2626971,Mims,1981,NULL
nm2627021,Eva Gómez,NULL,NULL
nm2627699,Olga Medynich,1981,NULL
nm2627858,Florencia Decall,NULL,NULL
nm2627886,Fernanda Reznik,NULL,NULL
nm2627898,Andrew Formentini,NULL,NULL
nm2627929,Daniel Stolfi,NULL,NULL
nm2628082,Luz Estrada,NULL,NULL
nm2628182,Dan Popa,NULL,NULL
nm2628347,Kayden Kross,1985,NULL
nm2628416,Catherine Princess of Wales,1982,NULL
nm2628563,Jeff Meacham,1979,NULL
nm2628722,Camila Banus,1990,NULL
nm2628730,Josh Moody,1988,NULL
nm2628783,Jennifer Veal,1991,NULL
nm2628874,Javier Sepulveda,NULL,NULL
nm2628882,Juan Expósito,NULL,NULL
nm2629339,Shane Slattery-Quintanilla,NULL,NULL
nm2629412,Julie Quesnay,NULL,NULL
nm2629511,Roberto Giacobbo,1961,NULL
nm2629689,Alexandros Pantazoudis,NULL,NULL
nm2629835,Jack Waters,NULL,NULL
nm2629978,Álvaro Sagone,1979,NULL
nm2630018,Adriatik Ragipi,NULL,NULL
nm2630132,Paul Hauptmann,NULL,NULL
nm2630134,Giannis Servetas,1966,NULL
nm2630567,Kamil Lemie,1983,NULL
nm2630767,Ed Miliband,1969,NULL
nm2630825,Claudia Obert,NULL,NULL
nm2630938,Mariela Montero,NULL,NULL
nm2631304,Syren De Mer,1969,NULL
nm2631709,Eric Flagg,NULL,NULL
nm2631771,Pedro Guindani,NULL,NULL
nm2631900,Rubén Zarauza,NULL,NULL
nm2632426,Jacobo Muñoz,NULL,NULL
nm2632496,Chance Madison,NULL,NULL
nm2632840,Brendan Rock,NULL,NULL
nm2632878,Kimberley Nixon,1985,NULL
nm2633003,Wing Tsui,1974,NULL
nm2633284,Katy Jacoby,NULL,NULL
nm2633415,Glenn Garland,NULL,NULL
nm2633419,Scott Buckley,NULL,NULL
nm2633637,Michel Tikhomiroff,NULL,NULL
nm2633654,Phil Costello,NULL,NULL
nm2633796,Andrés Iniesta,1984,NULL
nm2634383,Steve Palumbo,NULL,NULL
nm2634569,Henning Wehn,1974,NULL
nm2635138,Bob Judson,NULL,NULL
nm2635271,Mary Deely,NULL,NULL
nm2635342,David LeGuerrier,NULL,NULL
nm2635350,Michelle Carty,NULL,NULL
nm2635359,Anna Kapaleva,1979,NULL
nm2635509,Elisabeth Raßbach,NULL,NULL
nm2635618,Jakub Jirásek,NULL,NULL
nm2635691,Cait Fairbanks,NULL,NULL
nm2635971,Puttachat Pongsuchat,NULL,NULL
nm2635989,Aliza Pearl,NULL,NULL
nm2636255,Marios Takoushis,NULL,NULL
nm2636874,Albert Elmazovski,NULL,NULL
nm2636916,Douglas Murray,1979,NULL
nm2637232,Robert Rønning,1974,NULL
nm2637980,Tamta,NULL,NULL
nm2638194,Sergio Vega Borrego,NULL,NULL
nm2638711,Idward,1973,NULL
nm2638779,Tainá Müller,1982,NULL
nm2638877,Sam Jackel,NULL,NULL
nm2638951,Sobo Swobodnik,NULL,NULL
nm2639215,Sebastian Mlynarski,NULL,NULL
nm2639274,Dimitris Filis,NULL,NULL
nm2639321,Dieter Frey,1946,NULL
nm2639343,Despoina Hondrokouki,NULL,NULL
nm2639806,Thomas Søbstad,NULL,NULL
nm2639830,Vangelis Goumas,NULL,NULL
nm2639876,Sofía Cristo,NULL,NULL
nm2640274,Tilo Gummel,NULL,NULL
nm2640385,Alex Horne,1978,NULL
nm2640653,Brigitte Leclef,NULL,NULL
nm2640750,Renia Tsitsibikou,NULL,NULL
nm2641020,Johnny Young,NULL,NULL
nm2641287,Toni Christopher,NULL,NULL
nm2641366,Nicky Forsman,NULL,NULL
nm2641420,Cecile del Rosario,NULL,NULL
nm2641523,Misty Lee,1976,NULL
nm2641526,Fergus Walsh,1961,NULL
nm2641562,Gautam Chopra,NULL,NULL
nm2641744,Holeg Spies,NULL,NULL
nm2642197,Raymond Dussault,NULL,NULL
nm2642243,Simon Eldon-Edington,1964,NULL
nm2642510,Veaceslav Grosu,1975,NULL
nm2642583,Jason Jones,NULL,NULL
nm2642678,Xiaokun Wang,1988,NULL
nm2642729,Anouk Maas,1987,NULL
nm2642770,Susanne Wille,NULL,NULL
nm2642776,Jolene Pinder,NULL,NULL
nm2642829,Claudiu Oprea,1990,NULL
nm2643074,Aldona Jankowska,1964,NULL
nm2643108,Fritz Frey,1958,NULL
nm2643813,Daniela Lager,NULL,NULL
nm2643859,Artyom Vasilev,1974,NULL
nm2644124,Stephan Klapproth,1958,NULL
nm2644581,Christel Takigawa,1977,NULL
nm2644871,Milena Tscharntke,1996,NULL
nm2644954,Tom Hart,NULL,NULL
nm2644987,Philip Perrault,NULL,NULL
nm2645032,Joe Brunette,NULL,NULL
nm2645169,Jörg Hieronymus,NULL,NULL
nm2645285,Andrzej Bienias,1972,NULL
nm2645308,Maxim Golomidov,NULL,NULL
nm2645578,Milly Sanders,NULL,NULL
nm2645858,Paul Dunstan,NULL,NULL
nm2646200,Christos Kiousis,NULL,NULL
nm2646224,Rip Curl,NULL,NULL
nm2646281,Liam Iandoli,NULL,NULL
nm2646336,Anda Adam,NULL,NULL
nm2646338,Georgia Jones,1988,NULL
nm2646357,Tim Allsop,NULL,NULL
nm2646386,Jan Böhmermann,1981,NULL
nm2646627,Hanamaru Hakata,NULL,NULL
nm2646830,Walter Eggenberger,1944,NULL
nm2646998,Oliver Wahlgren-Ingrosso,1989,NULL
nm2647644,Silvia Rubi,1987,NULL
nm2647685,Motsi Mabuse,1981,NULL
nm2647942,Yosuke Takeda,NULL,NULL
nm2648241,Marita Krauss,1956,NULL
nm2648665,James Branscome,1980,NULL
nm2648934,Micah Nelson,NULL,NULL
nm2649226,Byron Kopman,NULL,NULL
nm2649431,Lukas Nelson,1988,NULL
nm2649688,Yamila Reyna,1978,NULL
nm2649835,Jean-Gabriel Mitterrand,NULL,NULL
nm2649909,Traycee King,1978,NULL
nm2650437,Nils Ingar Aadne,NULL,NULL
nm2650748,Thomas Adamek,NULL,NULL
nm2650797,Graham Silcock,NULL,NULL
nm2650997,Matthew Deicke,1986,NULL
nm2651115,Alexander Dimko,NULL,NULL
nm2651353,Helen Stroud,NULL,NULL
nm2651543,Lionel Shriver,1957,NULL
nm2651617,Jero García,NULL,NULL
nm2651927,Robert Kubica,1984,NULL
nm2652296,Daniel van Buyten,1978,NULL
nm2652457,Christoph Hillmann,NULL,NULL
nm2652607,James Russell,NULL,NULL
nm2652638,John Douglas Ayers,NULL,NULL
nm2652650,Laura Cappe,1982,NULL
nm2652716,Grant Gustin,1990,NULL
nm2652913,Dimitris Kosmopoulos,NULL,NULL
nm2653116,Xudong Lin,NULL,NULL
nm2653189,Peder Hansen,NULL,NULL
nm2653219,Jessika Gedin,1970,NULL
nm2653221,Thomas Haemmerli,1964,NULL
nm2653470,Michel Duran,NULL,NULL
nm2653656,Kana Kurashina,1987,NULL
nm2653708,Miguel Ángel Muñiz,1984,NULL
nm2653768,Quentin Krog,1983,NULL
nm2653929,Angus Imrie,1994,NULL
nm2654065,Stanislav Bondarenko,1985,NULL
nm2654181,Annie McCain Engman,1983,NULL
nm2654402,Will Hines,NULL,NULL
nm2654779,Michael Vegas,NULL,NULL
nm2654832,Jason C. Smith,1977,NULL
nm2654953,David Hartmann,NULL,NULL
nm2655435,Assunta Tammelleo,NULL,NULL
nm2655563,Meike Materne,NULL,NULL
nm2655602,Riem Spielhaus,1974,NULL
nm2655648,Guna Stahovska,NULL,NULL
nm2655742,Rinku Karmarkar,NULL,NULL
nm2655810,Serhan Sahin,NULL,NULL
nm2656004,Heinrich Wefing,1965,NULL
nm2656582,Thomas Daniels,1990,NULL
nm2656786,Jason Cermak,NULL,NULL
nm2656800,Dale Levitsky,1973,NULL
nm2656815,Brian Malarkey,1972,NULL
nm2657108,Anders Hoff,NULL,NULL
nm2657209,Helge Hellebust,NULL,NULL
nm2657452,Florian von Stetten,NULL,NULL
nm2657596,Chris Strokes,1985,NULL
nm2657800,Erin Lass,NULL,NULL
nm2657986,Rachida Dati,1965,NULL
nm2658127,Szabolcs Mosonyi,NULL,NULL
nm2658392,Axel Bach,NULL,NULL
nm2658631,Steffi Peltzer-Büssow,NULL,NULL
nm2658855,Zsolt Marcell Tóth,NULL,NULL
nm2658905,Aleksandra Strizhenova,NULL,NULL
nm2659884,Felix Oehler,NULL,NULL
nm2659931,Stathis Reppas,NULL,NULL
nm2659934,Arild Langedal,NULL,NULL
nm2660044,Tom Segura,1979,NULL
nm2660240,Øyvind Rafto,NULL,NULL
nm2660376,Sam Barclay,NULL,NULL
nm2660424,Kelly Sullivan,1978,NULL
nm2660664,Oleg Valkman,1968,2021
nm2661339,Bjørn Frode Holmgren,NULL,NULL
nm2661476,Leny Evil,1983,NULL
nm2661607,Razvan Ciobanu,1976,2019
nm2662088,R.J. Atkins,NULL,NULL
nm2662153,Debora Vrizzi,NULL,NULL
nm2662166,Jacques Toulemonde Vidal,NULL,NULL
nm2662480,Beate Werner,NULL,NULL
nm2662829,Alomai Addams,NULL,NULL
nm2662831,Katrin Krieft,NULL,NULL
nm2663894,Dave Landau,NULL,NULL
nm2664018,Sid Knox,NULL,NULL
nm2664022,Peter Gerhardt,NULL,NULL
nm2664125,Xavier Bertrand,1965,NULL
nm2664171,Virginia Lee Hunter,NULL,NULL
nm2664304,Alicia Jaziz,NULL,NULL
nm2664526,Alina Sergeeva,1983,NULL
nm2664810,Andreas Neugeboren,1959,NULL
nm2665054,Artyom Alekseev,1983,NULL
nm2665096,Artyom Karasev,1984,NULL
nm2665166,Chris Christie,1962,NULL
nm2665214,Doug Mellard,NULL,NULL
nm2665262,Tomas Rugys,NULL,NULL
nm2665278,Camilo Pellegrini,NULL,NULL
nm2665605,Judith König,NULL,NULL
nm2665995,Julie Rose Wallach,NULL,NULL
nm2666147,Ximena Martínez,NULL,NULL
nm2666248,Alexander Crowe,NULL,NULL
nm2666884,Eric Haven,NULL,NULL
nm2667008,Darren Coates,NULL,NULL
nm2667193,Canan Erguder,1976,NULL
nm2667465,Tift Merritt,NULL,NULL
nm2667667,Tobias Koppe,NULL,NULL
nm2668048,Fouad Trifi,NULL,NULL
nm2668507,Emile Vinge,NULL,NULL
nm2668514,Rinie van den Elzen,NULL,NULL
nm2668802,Torry Colvin,NULL,NULL
nm2668828,Reuven Brodsky,NULL,NULL
nm2668980,Manuel Rios,NULL,NULL
nm2669103,Grégoire Ludig,1982,NULL
nm2669208,Troy Coe,NULL,NULL
nm2669272,Ido Ben-Basat,NULL,NULL
nm2669374,Gilda Nomacce,NULL,NULL
nm2669517,Benjamin Wahlgren-Ingrosso,1997,NULL
nm2669640,Nuno Duarte,NULL,NULL
nm2670001,Crystal Arnette,NULL,NULL
nm2670093,Julio Geiger,NULL,NULL
nm2670097,Hana Nitsche,NULL,NULL
nm2670109,Sumeet Raghavan,1971,NULL
nm2670366,Alex Heineman,NULL,NULL
nm2670388,Singampuli,1968,NULL
nm2670451,Mike Angelo,1981,NULL
nm2670531,Asa Akira,1985,NULL
nm2670644,Frank Lissner,NULL,NULL
nm2671076,Maksim Matveev,1982,NULL
nm2671105,Niels Schneider,1987,NULL
nm2671235,Aleksey Pimanov,1962,NULL
nm2671370,Barbara Meier,1986,NULL
nm2671448,Alison P. Cook,NULL,NULL
nm2671526,Tobias Nuytten-Vialle,NULL,NULL
nm2671740,Christa Rigozzi,1983,NULL
nm2671989,Mikaal Zulfiqar,1982,NULL
nm2672070,Gerson Da Silva,NULL,NULL
nm2672249,Makis Faros,NULL,NULL
nm2672470,Srdjan Kovacevic,NULL,NULL
nm2673130,Florent Peyre,NULL,NULL
nm2673273,Toni Kitanovski,NULL,NULL
nm2673626,Atef Ben Hassine,NULL,NULL
nm2674058,Mike Lopez,NULL,NULL
nm2674326,Jason Cook,NULL,NULL
nm2674429,Emmy Abrahamson,NULL,NULL
nm2674743,John Patrick Brennan,1979,NULL
nm2675130,Giannis Misouridis,NULL,NULL
nm2675163,Dustin Masters,NULL,NULL
nm2675180,Eyal Salama,NULL,NULL
nm2675515,Murilo Hauser,NULL,NULL
nm2675753,Haris Kkolos,NULL,NULL
nm2675908,Bonny Bon,1976,NULL
nm2676147,Jonathan Groff,1985,NULL
nm2676255,Christian Fortune,1991,NULL
nm2676436,Pete Burton,NULL,NULL
nm2676618,Salomé Richard,1987,NULL
nm2676824,Yuki Noguchi,1985,NULL
nm2676854,Giovanna Fletcher,1985,NULL
nm2677079,Sanli Ozlen,NULL,NULL
nm2677124,Claude Brickell,NULL,NULL
nm2677190,Tim Wall,NULL,NULL
nm2677529,Kaori Fukuhara,1986,NULL
nm2677686,Josef Sawyer,NULL,NULL
nm2677803,Tsai-Ling Ying,1959,NULL
nm2677924,Joann Sfar,1971,NULL
nm2678436,Joe Tracini,1988,NULL
nm2678473,Heidi Niedermeyer,NULL,NULL
nm2678642,Pascale Cuenot,NULL,NULL
nm2679097,Irwansyah,1985,NULL
nm2679279,Tainá Menezes,NULL,NULL
nm2679306,Chris Pavlica,NULL,NULL
nm2679438,Joe Jonas,1989,NULL
nm2679466,Chris Kenny,1962,NULL
nm2679806,Ruben Litzky,NULL,NULL
nm2679824,Tania Riquenes,NULL,NULL
nm2679848,Bluey Robinson,NULL,NULL
nm2679917,Nick Jonas,1992,NULL
nm2680130,Thomas Reiter,1958,NULL
nm2680737,Hannaleena Hauru,1983,NULL
nm2680926,Rachael Kinley,NULL,NULL
nm2681439,Estelle Denis,NULL,NULL
nm2681467,Diego Cohen,NULL,NULL
nm2681566,Johann Daccarett,NULL,NULL
nm2681729,Julien Guetta,NULL,NULL
nm2681859,Damien Sung,NULL,NULL
nm2681990,Maciej Sobczyk,1975,NULL
nm2682046,Shaofeng Feng,1978,NULL
nm2682356,Ringgo Agus Rahman,1982,NULL
nm2682384,Aleksandr Oblasov,1978,NULL
nm2682581,Sunny Anderson,1975,NULL
nm2682591,ishQ Bector,NULL,NULL
nm2682638,Dwi Sasono,1980,NULL
nm2682695,Jürgen Heck,NULL,NULL
nm2682771,Will Fleisher,NULL,NULL
nm2683037,Tânia Ribas de Oliveira,1976,NULL
nm2683057,Grant Moore,NULL,NULL
nm2683375,J. Mac,1985,NULL
nm2683583,Oleg Andreev,1975,NULL
nm2683605,Dimitris Karathanasis,NULL,NULL
nm2683926,Ran Levy,1980,NULL
nm2683952,Melissa Kay Anderson,NULL,NULL
nm2684020,Alec Owen,NULL,NULL
nm2684445,Joon Park,1969,NULL
nm2685020,Bela Padilla,1991,NULL
nm2685062,Juan Manuel Bonet,NULL,NULL
nm2685264,Cush Jumbo,1985,NULL
nm2685272,Brad Miller,NULL,NULL
nm2685951,Javier Pinto,1979,NULL
nm2686236,Sean Patrick Kelly,NULL,NULL
nm2686289,Masato Kobayashi,1973,NULL
nm2686479,Florian Guthknecht,1969,NULL
nm2686523,Charles Dera,1978,NULL
nm2686712,Alexis Texas,1985,NULL
nm2686740,Wolfgang Putz,NULL,NULL
nm2687180,Jo Clegg,NULL,NULL
nm2687235,Kate Adair,NULL,NULL
nm2687282,Grizzly Bear,NULL,NULL
nm2687391,Dallas Bland,NULL,NULL
nm2687494,Mario Tardón,NULL,NULL
nm2687553,Patrick Finger,1978,NULL
nm2687566,Kayo Noro,NULL,NULL
nm2687587,Sébastien Chabal,1977,NULL
nm2687891,Dag Freyer,NULL,NULL
nm2688000,Ted Kaptchuk,NULL,NULL
nm2688872,Harald Zander,NULL,NULL
nm2689575,Katarzyna Janyska,NULL,NULL
nm2689666,Lea Lexis,1988,NULL
nm2690636,Mei-Fung Lui,NULL,NULL
nm2690942,Matthew Beecroft,NULL,NULL
nm2691091,Brandon Lim,NULL,NULL
nm2691263,Michael Quan,NULL,NULL
nm2692047,Kyle Robertson,1987,NULL
nm2692096,Joe Hildebrand,1976,NULL
nm2692321,Laurent Cyr,NULL,NULL
nm2692599,Willi Zanat,NULL,NULL
nm2692662,Juan Toledo,NULL,NULL
nm2692804,Wilssa Esser,NULL,NULL
nm2692990,Darren Cathan,NULL,NULL
nm2693641,Rama Yade,NULL,NULL
nm2693655,Nino Fernandez,1984,NULL
nm2693956,Philip Kiessling,NULL,NULL
nm2694058,Emil G. Hampp,NULL,NULL
nm2694245,Malte Siepen,NULL,NULL
nm2694342,Paulo Gustavo,1978,2021
nm2694521,Patrick Nogues,NULL,NULL
nm2694872,Jeannette Bougrab,NULL,NULL
nm2695018,Jeff Benegar,NULL,NULL
nm2695453,Steve Baker,NULL,NULL
nm2696693,Yvonne Drebert,NULL,NULL
nm2696731,Ferdinand Steininger,NULL,NULL
nm2696757,Edinam Atatsi,NULL,NULL
nm2696761,Debra Higgins,NULL,NULL
nm2696897,G.K. Bowes,NULL,NULL
nm2696907,Jean Jean,NULL,NULL
nm2696927,Michael Müllner,NULL,NULL
nm2697292,David Petraeus,1952,NULL
nm2697372,Stephen St. Peter,NULL,NULL
nm2697565,Hilde Louise Asbjørnsen,1976,NULL
nm2697567,Phelim McAleer,NULL,NULL
nm2697652,Maui Tauotaha,NULL,NULL
nm2697713,Roger Gonzalez Garza,NULL,NULL
